username,profile_link,city,state,country,recent_ride_locations,admin_region,is_regional_admin
Charvey3,https://www.trailforks.com/profile/Charvey3,Lakeville,Minnesota,USA,"['Prior Lake', 'Murphy-Hanrehan Park', 'Monarch - Carver Park Reserve', 'Theodore Wirth Park', 'Lebanon Hills', 'Minnesota River Bottoms', 'Cuyuna Country State Recreation Area', 'Gamehaven', 'Savage', 'Lakeville', 'Lester Park', 'Britton Peak', 'Lutsen', 'Tofte', 'West Lake Marion MTB Trails', 'Battle Creek', 'Spirit Mountain', 'Piedmont & Brewer', 'Piedmont', 'Eagan', 'Banff', 'Montane']","{'region_link': '', 'region_name': ''}",False
alfo-torres,https://www.trailforks.com/profile/alfo-torres,Burnsville,Minnesota,USA,[],"{'region_link': '', 'region_name': ''}",False
95fire,https://www.trailforks.com/profile/95fire,unknown,unknown,unknown,"['Kinnickinnic State Park', 'Lebanon Hills', 'Whitetail Ridge', 'Faribault', 'Murphy-Hanrehan Park', 'Cuyuna Country State Recreation Area', 'Salem Hills', 'Battle Creek', 'Carver Lake Park', 'Willow River State Park', 'Piedmont & Brewer', 'Spirit Mountain Bike Park', 'Elm Creek Park', 'Memorial Park', 'Back 40', 'Park Spring Park', 'Northfield', 'Stillwater', 'Crosby', 'North Loop (Jail Trail)', 'Lake Rebecca', 'Hillside City Park', 'West Lake Marion Park', 'Bertram Chain of Lakes', 'Mission Creek', 'Carlton', 'Pine Valley', 'Ewing Park', 'Hixon Forest - Lower and Upper', 'Wildcat Mountain Bike Trail', 'Quarry Ridge', ""Kaplan's Woods Park"", 'Owatonna', 'Coon Rapids', 'Woodbury', 'Woolly Trails', 'Caron Park']","{'region_link': '', 'region_name': ''}",False
Shed22,https://www.trailforks.com/profile/Shed22,unknown,unknown,unknown,"['Faribault', 'Owatonna', 'Northfield', 'Carlton', 'Duluth', 'Hartley Park', 'Buck Hill', 'Lebanon Hills', 'West Lake Marion Park', ""Kaplan's Woods Park"", 'Murphy-Hanrehan Park', 'Salem Hills', 'Carver Lake Park', 'Bloomington', 'Cuyuna Country State Recreation Area', 'Minnesota River Bottoms', 'Caron Park', 'Elm Creek Park', 'Chaska', 'Whitetail Ridge', 'Kiwanis Recreation Area', 'West Lake Marion MTB Trails']","{'region_link': '', 'region_name': ''}",False
Mnebiker,https://www.trailforks.com/profile/Mnebiker,Lakeville,Minnesota,USA,"['The V', 'Cave Creek Regional Park', 'Phoenix Sonoran Preserve', 'Sun City West', 'Red Wing', 'Murphy-Hanrehan Park', 'Prior Lake', 'West Lake Marion Park', 'Lakeville', 'Beaver Brook', 'Lebanon Hills', 'Cleary Lake Regional Park', 'Estrella Mountain Regional Park', 'Mayer', 'Prescott', 'McDowell Mountain Regional Park', 'Goodyear', 'Stillwater', 'Cable', 'Spooner', 'Thumb Butte', 'Goldwater Lakes', 'Black Canyon', 'Peoria', 'West Lake Marion MTB Trails', ""Brown's Ranch"", 'Lake Pleasant', 'Glendale', 'Cave Creek', 'Greater North Phoenix Valley', 'Phoenix', 'Sedona', 'South Mountain Park', 'White Tank', 'Wildcat Mountain Bike Trail', 'Eagan', 'Hayward', 'North Phoenix']","{'region_link': '', 'region_name': ''}",False
wingfwd,https://www.trailforks.com/profile/wingfwd,Eagan,Minnesota,USA,[],"{'region_link': '', 'region_name': ''}",False
SamLynn,https://www.trailforks.com/profile/SamLynn,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
jasfoto,https://www.trailforks.com/profile/jasfoto,St. Louis Park,Minnesota,USA,"['Cuyuna Country State Recreation Area', 'Theodore Wirth Park', 'Monarch - Carver Park Reserve', 'Redhead Mountain Bike Park', 'Lake Rebecca', 'Carver Lake Park', 'Lester Park Trails', 'Elm Creek Park', 'Lone Lake Park', 'Elk River', 'Minnesota River Bottoms', 'Bloomington', 'Willow River State Park', 'Mission Creek', 'Woolly Trails', 'Web Lake', 'Salem Hills', 'Murphy-Hanrehan Park', 'West Lake Marion Park', 'Battle Creek', 'Minneapolis', 'Carver Park Reserve', 'Chaska', 'Piedmont & Brewer', 'Britton Peak', 'Tioga Recreation Area', 'Cuyuna', 'Lebanon Hills', 'Bertram Chain of Lakes', 'Northfield', 'Hillside City Park', 'Rockford', 'Levis -Trow Mound', 'Lester Park', 'Woodbury', 'West Lake Marion MTB Trails', 'St. Croix Falls', 'Spooner', 'Buck Hill', 'Savage', 'Drummond', 'Lakeville', 'Hartley Park', 'Pine Valley', 'Eagan', 'Roseville', 'Monticello', 'Copper Harbor Trail System', 'Copper Harbor', 'Mount Ashwabay', 'Burnsville', 'Wildcat Mountain Bike Trail', 'Hayward', 'Metro', 'Reservoir Woods Park', 'Piedmont', 'Pincushion Mountain Bike Trails', 'Portage', 'Iowa County', 'Kewaunee', 'Terrace Oaks', 'Highway OO', 'Rock Lake State Nature Area', 'Caron Park', 'Minnesota River Trail', 'Levi-Trow Mound', 'Northeast', 'Superior', 'North Loop', 'Memorial Park', 'Cluster', 'Carlton', 'Lowes Creek County Park', 'Center Trails', 'Des Moines', 'Red Wing', 'Whitetail Ridge', 'Crosby']","{'region_link': '', 'region_name': ''}",False
nicklatcham,https://www.trailforks.com/profile/nicklatcham,Bloomington,Minnesota,USA,[],"{'region_link': '', 'region_name': ''}",False
Daray,https://www.trailforks.com/profile/Daray,Savage,Minnesota,USA,"['Battle Creek', 'Lebanon Hills', 'Murphy-Hanrehan Park', 'Whitetail Ridge', 'Theodore Wirth Park', 'Eagan', 'Lester Park Trails', 'Sunfish Lake Park', 'Chaska', 'Hillside City Park', 'Piedmont & Brewer', 'Savage', 'St. Paul', 'Spirit Mountain Bike Park &nearr;', 'Prior Lake', 'Spirit Mountain Bike Park', 'West Lake Marion Park', 'Duluth', 'Greer', 'Logan Canyon', 'Alsea Falls', 'Willow River State Park', 'Hixon Forest - Lower and Upper', 'Corner Canyon', 'Bloomington', 'South Mountain Park', 'White Tank Regional Park', 'Spirit Mountain', 'Cuyuna Country State Recreation Area']","{'region_link': '', 'region_name': ''}",False
Senatorp,https://www.trailforks.com/profile/Senatorp,Lakeville,Minnesota,USA,"['Murphy-Hanrehan Park', 'Elm Creek Park', 'Whitetail Ridge', 'Minnesota River Bottoms', 'cumberland', 'Lebanon Hills', 'Eagan', 'Spooner', 'Battle Creek', 'Lakeville', 'Minnetonka', 'Chequamegon Area (CAMBA)', 'Northfield', 'Nerstrand', 'West Lake Marion Park', 'Lone Lake Park', 'Bloomington', 'Theodore Wirth Park', 'Cottage Grove', 'Timberland Hills Nordic', 'Burnsville', 'Hospital Trails', 'Peterson Ridge', 'Sunriver', 'Bend', 'Chaska', 'Tortolitas', 'Tucson', 'Marana Trails', 'Carver Park Reserve', 'Hawes', 'Usery Mountains', 'Carver Lake Park', 'Web Lake', 'Metro', 'Telemark', 'Seeley', 'Hayward', 'West Lake Marion MTB Trails', 'Papago Park', 'Cuyuna Country State Recreation Area', 'Vienna', 'Emporia', 'Comfort', 'Hill Top Resort', 'Rice Lake']","{'region_link': '', 'region_name': ''}",False
NKGriffith,https://www.trailforks.com/profile/NKGriffith,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
bonlovesbikes,https://www.trailforks.com/profile/bonlovesbikes,Prescott,Arizona,USA,"['Prescott', 'Spence Basin', ""Brown's Ranch"", 'Phoenix Sonoran Preserve', 'Goldwater Lakes', 'Grand Canyon', 'Thumb Butte', 'Waddell', 'Granite Basin', 'Constellation trails', 'Sedona', 'Brownlow / Pioneer Park', 'Granite Dells', 'Cuyuna Country State Recreation Area', 'Crosby', 'Rockford', 'Woodbury', 'Coon Rapids', 'Elm Creek Park', 'Valley View Park', 'Lebanon Hills', 'Woolly Trails', 'Roseville', 'Murphy-Hanrehan Park', 'Hillside City Park', 'Whitetail Ridge', 'Carver Lake Park', 'West Lake Marion MTB Trails', 'Theodore Wirth Park', 'Welch Village MTB Park &nearr;', 'Bertram Lake', 'Center Trails', 'Shawnee Mission Park', 'Swope Park', 'Lake Leatherwood DH', 'Lake Leatherwood XC and Hiking', 'Crystal Bridges', 'Blowing Springs', 'Reservoir Woods Park', 'Minnesota River Bottoms', 'Metro', 'Coler Preserve', 'Back 40', 'Bloomington', 'Mount Kato', 'Monticello', 'Spirit Mountain', 'Detroit Mountain Recreation Area', 'Battle Creek', 'Salem Hills', 'Mount Ashwabay', 'Minneapolis', 'St. Paul', 'Park Spring Park', 'Eagan', 'Inver Grove Heights', 'Louisville', 'Brown County State Park', 'Slaughter Pen Trails', 'Hobbs State Park', 'Bentonville', 'Barton Creek Greenbelt', 'Walnut Creek', 'Milton Reimers Ranch Park', 'Austin', 'Pace Bend', 'Superior', 'Gamehaven', 'North Loop', 'Saint Cloud', 'Flower Mound', 'North Shore', 'Wyandotte County Lake Park', 'Hayward', 'Highway OO', 'Rock Lake State Nature Area', 'Lake Rebecca', 'Swedetown Trails', 'Copper Harbor', 'Copper Harbor Trail System', 'St. Croix Valley', 'Cave Creek', 'Lake Elmo', 'Chicopee Woods', 'Tanasi Trail System', 'Mission Creek', 'Namakagon', 'Telemark', 'Glendo State Park', 'Curt Gowdy State Park', 'Eagle', 'Dead Horse Point', 'Navajo Rocks', 'Moab', 'Seeley', 'St. Croix Falls', 'Levis -Trow Mound', 'Mount Kato &nearr;', 'Banner Lakes', 'North Table Mountain Park', 'Frisco', 'Summit Cove', ""Kokopelli's Trail"", '18 Road', 'Rolla', 'Potosi', 'Lions Club Park', 'Columbia']","{'region_link': '', 'region_name': ''}",False
2004Volvo,https://www.trailforks.com/profile/2004Volvo,Minneapolis,Minnesota,USA,"['Theodore Wirth Park', 'Murphy-Hanrehan Park', 'Monarch - Carver Park Reserve', 'Levis -Trow Mound', 'Cuyuna Country State Recreation Area', 'Whitetail Ridge', 'Battle Creek', 'Willow River State Park', 'Kinnickinnic State Park', 'Lebanon Hills', 'Carver Lake Park', 'Lake Rebecca', 'Sunfish Lake Park', 'Elm Creek Park', 'Lone Lake Park', 'Bertram Chain of Lakes', 'Minneapolis', 'Spirit Mountain Bike Park', 'Hillside City Park', 'Piedmont & Brewer', 'Sand Flats Recreation Area', '18 Road', 'Lunch Loops', 'Xcel Energy Mountain Bike Park', 'Pincushion Mountain', 'Roseville', 'Memorial Park', 'Minnesota River Bottoms', 'Salem Hills', 'Maple Grove', 'Eagan', 'Hixon Forest - Lower and Upper', 'Lake Leatherwood DH', 'Bentonville', 'Coler Preserve', 'Crystal Bridges', 'West Lake Marion Park', 'St. Paul', 'Minnetonka', 'Crosby', 'Metro', 'Kokopelli Loops', 'Moab', 'Chaska', 'Cuyuna', 'Redhead Mountain Bike Park', 'Becker County', 'Rockford', 'Inver Grove Heights', 'Welch Village MTB Park &nearr;', 'Northern', 'Pincushion Mountain Bike Trails', 'Spirit Mountain', 'Eastern', 'Van Peenen Park', 'Bertram Lake', 'Lake Elmo', 'Loch Lomond', 'Mission Creek', 'Stillwater', 'Lester Park', 'Welch Village MTB Park']","{'region_link': '', 'region_name': ''}",False
CrazyIvan21,https://www.trailforks.com/profile/CrazyIvan21,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Bmelton,https://www.trailforks.com/profile/Bmelton,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
ScottEpic,https://www.trailforks.com/profile/ScottEpic,unknown,unknown,unknown,"['Lebanon Hills', 'Hartman Reserve Nature Center', 'West Lake Marion Park', 'Murphy-Hanrehan Park', 'Eagan', 'Lester Park', 'Carver Lake Park', 'Piedmont & Brewer', 'Minnesota River Bottoms', 'Chaska', 'Burnsville', 'Whitetail Ridge', 'Elm Creek Park', 'Minnesota River Trail', 'Bloomington', 'Savage', 'Lakeville']","{'region_link': '', 'region_name': ''}",False
toadiesforcody,https://www.trailforks.com/profile/toadiesforcody,unknown,unknown,unknown,"['Terrace Oaks', 'Lebanon Hills', 'Lake Rebecca', 'Elm Creek Park', 'Cuyuna Country State Recreation Area', 'West Lake Marion Park', 'Battle Creek', 'Spirit Mountain Bike Park', 'Britton Peak', 'Piedmont & Brewer', 'Mission Creek', 'Marquette', 'Minnetonka', 'Minnesota River Bottoms', 'Murphy-Hanrehan Park', 'Burnsville', 'Monarch - Carver Park Reserve', 'Eagan Bike Park', 'Bloomington', 'Redhead Mountain Bike Park', 'Tioga Recreation Area', 'Maple Grove', 'Theodore Wirth Park', 'Hillside City Park', 'Eagan', 'Lone Lake Park', 'Carver Park Reserve', 'Movil Maze Recreation Area']","{'region_link': '', 'region_name': ''}",False
Brian39,https://www.trailforks.com/profile/Brian39,unknown,unknown,unknown,"['Xcel Energy Mountain Bike Park', 'Monarch - Carver Park Reserve', 'West Lake Marion Park', 'Mankato', 'Mount Kato', 'Cuyuna Country State Recreation Area', 'Eagan', 'Shakopee', 'Henderson', 'Champlin', 'Ney Nature Center', 'Murphy-Hanrehan Park', 'Tioga Recreation Area', 'Redhead Mountain Bike Park', 'Lebanon Hills', 'Minnesota River Bottoms', 'Elm Creek Park', 'Hillside City Park', 'Hecla/Grindstone Provincial Park', 'Monument Trails at Mount Nebo State Park', 'Back 40', 'Bella Vista', 'Coler Mountain Bike Preserve', 'HandCut Hollow', 'Savage', 'Bloomington', 'Bertram Chain of Lakes', 'Fairplay', 'Breckenridge', 'Carver Lake Park', 'Sunfish Lake Park', 'Theodore Wirth Park', 'Medora', 'Cottage Grove', 'Chaska', 'Minnetonka', 'Minnesota River Trail', 'Lakeville']","{'region_link': '', 'region_name': ''}",False
Dogstar20,https://www.trailforks.com/profile/Dogstar20,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
caad4rep,https://www.trailforks.com/profile/caad4rep,Owatonna,Minnesota,USA,"['Owatonna', ""Kaplan's Woods Park"", 'Red Wing', 'Faribault', 'Battle Creek', 'Mason City', 'Lake Elmo', 'Elk River', 'Cambridge', 'Breckenridge', 'Cuyuna Country State Recreation Area', 'Hayward', 'Murphy-Hanrehan Park', 'Lebanon Hills', 'Whitetail Ridge', 'Minneapolis', 'Mower County', 'Lakeville', 'Coon Rapids', 'Prior Lake', 'Lehigh', 'Johnston', 'Fort Clinch State Park', 'Fernandina Beach', 'Theodore Wirth Park', 'Saint Cloud', 'Carver Lake Park', 'Metro', 'Elm Creek Park', 'Valley View Park', 'River Bluff Trails', 'Stillwater', 'St. Croix Falls', 'Roseville', 'Hillside City Park', 'Twin Lakes', 'Woerden', 'Leadville', 'River Falls', 'Timberline Trails', 'Lutsen', 'Buck Hill', 'Highway OO', 'Caron Park', 'Southeast', 'Levis -Trow Mound', 'Woolly Trails', 'Welch Village MTB Park', 'Eastwood Park', 'Northfield', 'La Crosse', 'Lee Valley VeloPark', 'Bloomington', 'Queen Elizabeth Olympic Park', 'Nouvelle Caledonie', 'St. Croix Valley', 'Gamehaven', 'North Liberty', 'Waverly', 'Summit Cove', 'Copper Mountain', 'Frisco', 'Curt Gowdy State Park']","{'region_link': '', 'region_name': ''}",False
pbouffleur,https://www.trailforks.com/profile/pbouffleur,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Hmmtbgirl74,https://www.trailforks.com/profile/Hmmtbgirl74,unknown,unknown,unknown,"['Norfolk', 'Stanton', 'Fairbury', 'Maskenthine Lake Recreation Area', 'OxBow Trail System', 'Platte River State Park', 'Raymond', 'Bellevue', 'Louisville', 'Calvin Crest Camp', 'Blair', 'Cuyuna Country State Recreation Area', 'Crow Wing County', 'Cuyuna', 'Tioga Recreation Area', 'Mission Creek', 'Britton Peak', 'Redhead Mountain Bike Park', 'Lake Manawa', 'Lincoln', 'Cohasset', 'Tranquility Park', 'Nebraska', 'River Bluff Trails Park', 'Lousiville', 'St. Joseph', 'Smithville Lake Trails', 'Papillion', 'Council Buffs', 'Kansas City', 'Wyandotte County Lake Park', 'Castlewood State Park', 'Rock Hollow', 'Wildwood', 'Fantasy Island North Singletrack', 'McDowell Mountain Regional Park', ""Brown's Ranch"", 'Lake Pueblo', 'Methodist Mountain Trail System', 'Oil Well Flats', 'Royal Gorge Park', 'Sioux City', 'Monarch - Carver Park Reserve', 'West Lake Marion Park', 'Sugar Bottom Recreation Area', 'Clear Creek', 'Beverly Park', 'North Liberty', 'Yankton', 'Lewis and Clark Lake Rec. Area', 'Lebanon Hills', 'Copper Harbor Trail System', 'Marquette South Trails', 'Marquette North Trails', 'RAMBA Trails', 'Al Quaal Recreation Area', 'Lone Lake Park', 'Omaha', 'Piedmont & Brewer', 'Chequamegon Area (CAMBA)', 'Hayward', 'Lewis & Clark Park', 'Riley Trails', 'Upper Macatawa Natural Area', 'Walnut Creek', 'Lake Atalanta', 'Monument Trails at Hobbs State Park Conservation Area', 'Galbraith', 'Blue Springs', ""Lee's Summit"", 'Blowing Springs', 'Slaughter Pen Trails', 'Park Spring Park', 'Bentonville', 'Mount Fitzgerald', 'Greater Omaha', 'William Landahl Park', 'Coler Preserve', 'Hobbs State Park', 'Little Sugar']","{'region_link': '', 'region_name': ''}",False
douglasallanmn,https://www.trailforks.com/profile/douglasallanmn,unknown,unknown,unknown,"['Cuyuna Country State Recreation Area', 'Murphy-Hanrehan Park', 'Gamehaven', 'Eagan', 'Cuyuna', 'Crow Wing County', 'Battle Creek', 'Xcel Energy Mountain Bike Park', 'Lebanon Hills', 'Salem Hills', 'West Lake Marion Park', 'Burnsville', 'Irondale Township', 'Redhead Mountain Bike Park', 'Coler Preserve', 'Blowing Springs', 'Little Sugar', 'Slaughter Pen Trails', 'Crystal Bridges', 'Makawao Forest Reserve', 'Wolf Lake', 'Minnesota River Bottoms', 'Bloomington', 'Rockford', 'Deerwood Township', 'Crosby']","{'region_link': '', 'region_name': ''}",False
ChadVelta,https://www.trailforks.com/profile/ChadVelta,unknown,unknown,unknown,"['Kokopelli Loops', 'Western Rim', '18 Road', 'Lunch Loops', 'Burnsville', 'Marquette South Trails', 'Eagan', 'Minneapolis', 'Murphy-Hanrehan Park', 'Marquette', 'Northfield', 'Lebanon Hills', 'Bigfork', 'Fernie', 'Mount Proctor', 'Chester-Sawmill', 'Banff', 'West Lake Marion Park', 'Carver Lake Park', 'Battle Creek', 'Sunfish Lake Park', 'Cleary Lake Regional Park', 'Metro Region', 'Lakeville', 'Prior Lake', 'Bloomington', 'Minnesota River Bottoms', 'Chaska', 'Blue Earth County', 'Sand Flats Recreation Area', 'La Sal Mountains', 'Moab Brand Trails', 'Dead Horse Point', 'Navajo Rocks', 'Brady', 'Central', 'Madison', 'Maple Grove', 'St. Paul', 'Cable', 'Hayward', 'Hospital Trails', 'Cottage Grove', 'Lester Park', 'Redhead Mountain Bike Park', 'Lutsen', 'Tofte', 'Bertram Chain of Lakes', 'Eagan Bike Park', 'Mount Kato', 'Elm Creek Park', 'Cuyuna Country State Recreation Area', 'Inver Grove Heights', 'Britton Peak', 'South Central', 'Theodore Wirth Park', 'Terrace Oaks', 'Whitetail Ridge', 'Hawks Ridge', 'Seeley', 'West Lake Marion MTB Trails', 'Woodbury', 'Pincushion Mountain Bike Trails', 'Piedmont & Brewer']","{'region_link': '', 'region_name': ''}",False
PaulMN,https://www.trailforks.com/profile/PaulMN,Minneapolis,Minnesota,USA,"['Chaska', 'Carver County', 'Cuyuna Country State Recreation Area', 'Monarch - Carver Park Reserve', 'Kiwanis Recreation Area', 'Theodore Wirth Park', 'Eastwood Park', 'West Lake Marion Park', 'Willow River State Park', 'Whitetail Ridge', 'Kinnickinnic State Park', 'Sunfish Lake Park', 'Lebanon Hills', 'Lone Lake Park', 'Xcel Energy Mountain Bike Park', 'Murphy-Hanrehan Park', 'Dakota Nature Park', 'Lake Rebecca', 'Hawks Ridge', 'Woolly Trails', 'Rochester', 'Gamehaven', 'Mankato', 'Minnesota River Bottoms', 'Bloomington', 'Battle Creek', 'Elm Creek Park', 'Mission Creek', 'Duluth', 'Tioga Recreation Area', 'Chisholm', 'Meadowdale Raceway Woods', 'Marquette North Trails', 'Marquette South Trails', 'Cable', 'Hayward']","{'region_link': '', 'region_name': ''}",False
cullub,https://www.trailforks.com/profile/cullub,Eagan,Minnesota,USA,"['Lebanon Hills', 'Battle Creek', 'Theodore Wirth Park', 'Whitetail Ridge', 'Xcel Energy Mountain Bike Park', 'West Lake Marion Park', 'Carver Lake Park']","{'region_link': '', 'region_name': ''}",False
Mfabian,https://www.trailforks.com/profile/Mfabian,Mason City,Iowa,USA,"['Mason City', 'West Des Moines', 'Cambridge', 'Chicago', 'Badger Prairie County Park', 'Cedar Falls', 'Winnebago Trail Park', 'Northeast Iowa', 'Proving Grounds', 'Sugar Bottom Recreation Area', 'Dry Creek', 'Iowa City', 'Des Moines', 'Beverly Park', 'Mt. Trashmore', 'Emerald Mountain', 'Steamboat Bike Park', 'Steamboat Springs', 'Mount Werner', 'Johnston', 'Osage', 'Mower County', 'Austin', 'Quintana Roo', 'Solon', 'Pella', 'Detroit Mountain Recreation Area', 'Cuyuna Country State Recreation Area', 'Crystal Bridges', 'Coler Preserve', 'Post Canyon', 'Government Camp', 'Whitetail Ridge', 'River Falls', 'Fort Dodge', 'Lakeville', 'Lebanon Hills', 'Allamakee County', 'Bettendorf', 'Burlington', 'La Crosse', 'Center Trails', 'Ewing Park', 'Marshall Mesa/Doudy Draw/Flatirons Vista', 'Kamuela', 'Ingawanis Woodlands', 'Van Peenen Park', 'Waverly', 'Sycamore', 'mokena', 'Carpentersville', 'Lake Forest', 'Palos Hills', 'Back 40', 'Park Spring Park', 'Milwaukee', 'Port Washington', 'Whitewater', 'West Bend', 'Oak Grove Park', 'North Liberty', 'Gooseberry Park', 'American Legion Memorial Park', 'Winona', 'Moorhead', 'MB Johnson Park', 'Maplelag Resort', 'McDowell Mountain', 'Metro', 'Bentonville Greenways and Access Paths', 'Slaughter Pen Trails', 'Detroit Lakes', 'Piedmont', 'Elk River', 'Theodore Wirth Park', 'Carp Lake', 'Hickory Hills', 'VASA Pathway', 'Lake Ann', 'Lake Ann Pathway', 'Horn Park', 'In Town Trails', 'Windy Saddle Park', 'Hall Ranch', 'Mission Creek', 'Lester Park', 'Bear River Bike Park', 'Matthews Winters Park', 'Valmont Bike Park', 'Storm Mountain Trails', 'Elm Creek Park', 'Medora', 'Bismarck', 'Watford City', 'Harmon Lake', 'Pipestem Creek (Gear Grinder)', 'Kahakapao Recreation Area', 'Maui', 'Black River Trails', 'Grand Forks', 'Spirit Mountain', 'Minneapolis', 'Northwest', 'Nederland', 'Golden Gate Canyon State Park', 'Hartley Park', 'Duluth']","{'region_link': '', 'region_name': ''}",False
yZ2pXk,https://www.trailforks.com/profile/yZ2pXk,unknown,unknown,unknown,"['Elm Creek Park', 'Minneapolis', 'Maple Grove', 'Monarch - Carver Park Reserve', 'Lebanon Hills', 'Lake Rebecca', 'Hixon Forest - Lower and Upper', 'Rockford', 'Lake Elmo', 'Sunfish Lake Park', 'Chaska', 'Orono', 'Theodore Wirth Park', 'Lone Lake Park', 'South Mountain Park and Preserve', 'Adobe Jack', 'Village of Oak Creek', 'Coon Rapids', 'Battle Creek', 'Bertram Chain of Lakes', 'Monticello', 'Cuyuna Country State Recreation Area', 'Tioga Recreation Area', 'Elk River', 'Waconia', 'Champlin', 'Hartford Beach', 'West Lake Marion Park', 'Minnetonka', 'Carver Park Reserve']","{'region_link': '', 'region_name': ''}",False
todonnell,https://www.trailforks.com/profile/todonnell,Bloomington,Minnesota,USA,"['Marquette', 'Bloomington', 'Bentonville Greenways and Access Paths', 'Coler Mountain Bike Preserve', 'Crystal Bridges', 'Slaughter Pen Trails', 'Minneapolis', 'Cuyuna Country State Recreation Area', 'Theodore Wirth Park', 'Lebanon Hills', 'Minnesota River Bottoms', 'Metro Region', 'Minnetonka', 'Metro', 'West Lake Marion Park', 'Murphy-Hanrehan Park', 'Roseville', 'Battle Creek', 'West Lake Marion MTB Trails', 'Elm Creek Park', 'Eagle', 'Cheeseboro Canyon', 'Laguna Mountain Recreation Area', 'Montour Woods Conservation Area', 'Lookout Mountain Park', 'Snow King Mountain', 'Emporia', 'Northfield', 'Lakeville']","{'region_link': '', 'region_name': ''}",False
JBergquist,https://www.trailforks.com/profile/JBergquist,unknown,unknown,unknown,"['Marquette', 'Minneapolis', 'Theodore Wirth Park', 'Bloomington', 'Britton Peak', 'Minnesota River Bottoms', 'West Lake Marion Park', 'Elm Creek Park', 'Tofte', 'Minnetonka', 'Dogtown Cluster', 'Monarch - Carver Park Reserve', 'Murphy-Hanrehan Park', 'RAMBA Trails', 'Lebanon Hills', 'Pincushion Mountain', 'Inver Grove Heights', 'Lakeville', 'Forestville Ski Trails', 'Minnesota River Trail', 'Silver Bay', 'Harlow Lake', 'Roseville', 'Waco', 'Cameron Park', 'River Valley', 'Nine Mile', 'Bemidji', 'Metro', 'Savage', 'Cuyuna Country State Recreation Area', 'Piedmont']","{'region_link': '', 'region_name': ''}",False
drevlowa,https://www.trailforks.com/profile/drevlowa,St. Paul,Minnesota,USA,"['Kinnickinnic State Park', 'Clifton', 'Cottage Grove', 'Lake Leatherwood DH', 'Slaughter Pen Trails', 'Crystal Bridges', 'Willow River State Park', 'Salem Hills', 'Carver Lake Park', 'Battle Creek', 'Mount Kato', 'Mount Kato &nearr;', 'Rochester', 'Metro Region', 'Sunfish Lake Park', 'Rockford', 'Lake Rebecca', 'Theodore Wirth Park', 'Lester Park Trails', 'Mission Creek', 'Minnesota River Bottoms', 'Shakopee', 'Xcel Energy Mountain Bike Park', 'Lake Elmo Park Reserve', 'Lake Elmo', 'Spirit Mountain Bike Park', 'Piedmont & Brewer', 'Minneapolis', 'Reid Park', 'Redhead Mountain Bike Park', 'Whitetail Ridge', 'Trestle Bike Park', 'Grand County', 'Floyd Hill Open Space', 'Golden Gate Canyon State Park', 'Green Mountain', 'Jefferson County', 'Woodbury', 'Woolly Trails', 'Lebanon Hills', 'CamRock', 'Valley View Park', 'Chequamegon Area (CAMBA)', 'West Lake Marion Park', 'Gateway Trails', 'Village of Oak Creek', 'Sedona', 'Broken Arrow', 'Wilson State Park', 'Naples', 'Immokolee', 'Cape Coral', 'Glen Ellyn', 'Naperville', 'Hoosier National Forest', 'North Vernon', 'Hudson', 'Lake Atalanta', 'Park Spring Park', 'Little Sugar', 'Stillwater', 'Iowa City', 'Cambridge', 'Roseville', 'Austin', 'Seeley', 'Cable', 'Pope County', 'Monarch - Carver Park Reserve', 'Cleary Lake Regional Park', 'Hutchinson', 'Tioga Recreation Area', 'North Table Mountain Park', 'Timberline Trails', 'La Sal Mountains', 'Sand Flats Recreation Area', 'Klondike Bluffs', '18 Road', 'Highline Lake State Park', 'East Eagle', 'Bear Creek Lake Park', 'Woodland Park', 'North Catamount Reservoir', 'Rampart Reservoir', 'Red Rock Canyon Open Space', 'Cuyuna Country State Recreation Area', 'Eagan', 'Burnsville', 'Detroit Mountain Recreation Area', 'Nerstrand', 'Elm Creek Park', 'St. Croix Falls', 'Metro', 'Coler Preserve', 'Blowing Springs', 'Monument Trails at Hobbs State Park']","{'region_link': '', 'region_name': ''}",False
